id,track_name,period,artist_name,acousticness,danceability,energy,valence,instrumentalness,speechiness,tempo,loudness,mode,key,duration_ms,time_signature,popularity
7va3wX0RN6gbJuc1Igs9Lk,前奏曲集 第2巻 L.123 VI- 変わり者のラヴィーヌ将軍,印象派,クロード・ドビュッシー,0.990163934,0.263241736,0.029223093,0.046299246,0.90989349,0.069868996,0.37973616,0.670083065,0,0,153840,4,1
4qEYMMFSAWJSbwL9yCkZaY,ブルクミュラー25の練習曲: 21. 天使の合唱,ロマン派前期,ヨハン・ブルグミュラー,0.986885246,0.322978893,0.058525382,0.052883084,0.946755244,0.067248908,0.416106296,0.628684352,1,7,111400,3,4
0iCjgCfnJYQZdtION4UfmK,コラール前奏曲「目を覚ませと呼ぶ声が聞こえ」BWV645,バロック,ヨハン・セバスティアン・バッハ,1,0.433160759,0.114120535,0.285335032,0.948803119,0.051528384,0.493035387,0.306973473,1,3,220387,4,6
4kCICeFH2SaHCdBvbq2YMA,6つの小品 作品 118 2 間奏曲イ長調,ロマン派中期,ヨハネス・ブラームス,0.963934426,0.42785079,0.361685278,0.420197515,0.839241795,0.075982533,0.253535365,0.524651661,1,9,339653,4,22
4npIKXxnK2vC5mceM5wTua,"7. ソナチネ 作品36, 第1番 ハ長調: I. Allegro",古典派,ムツィオ・クレメンティ,0.980327869,0.488915439,0.238140493,0.956461718,0.97440156,0.200436681,0.224945266,0.590735531,1,0,65427,4,10
6VXBzN7LqR8i3lPiwCjhtg,アルマンド,バロック,ヨハン・セバスティアン・バッハ,0.993442623,0.252621797,0.250811753,0.18126792,0.972353684,0.072489083,0.603145525,0.699859325,1,7,87813,3,6
4PbjfRcMvChiS0PxR6Sbi1,1. ソナタ Hob.XVI:35: III. Finale Allegro,古典派,フランツ・ヨーゼフ・ハイドン,0.983606557,0.463693084,0.011910984,0.028246788,0.921156804,0.073799127,0.616655869,0.658460611,1,0,131680,3,0
6ZhhVjEFVTJ0428U7ZMoTD,6. ソナタ K.No.545: II. Andante,古典派,ヴォルフガング・アマデウス・モーツァルト,0.931147541,0.519447763,0.591351865,0.697355846,0.975425497,0.098689956,0.476805103,0.594453376,1,7,237240,4,0
4T4AKg6mO4S9pLo0X66E8a,前奏曲集 第1巻 L.117 VI- 雪の上の足跡,印象派,クロード・ドビュッシー,0.954098361,0.587149874,0.217549695,0.009663375,0.795212477,0.14279476,0.533192217,0,1,0,261800,4,2
6m9FVTZ0uI7qiIDzU3RPl9,すみれ,ロマン派中期,ルイス・ストリーボッグ,0.993442623,0.324306385,0.125207888,0.094191356,0.942659494,0.15371179,0.329213395,0.496583601,1,5,135160,3,3
6K94nVZdHjU6sklknertsp,ツェルニー 40番練習曲: 35. Allegro vivacissimo,ロマン派前期,カール・チェルニー,0.53442623,0.345546263,0.852696603,0.970266539,0.939587681,0.08209607,0.481401635,0.887560289,1,4,67147,3,0
0BUL6Y6MIRXt8uDKF5vgNz,Gnossienne No. 4: 4ieme Gnossienne. Lent,印象派,エリック・サティ,0.97704918,0.288464091,0.36010137,0.463735797,0.896582301,0.063318777,0.216109647,0.41465702,0,9,175827,1,26
